Saison,Journée,Equipe 1,Equipe 2,Lieu,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 selon Lieu,Moyenne_BM par 2 selon Lieu,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 selon Lieu,Moyenne_BE par 2 selon Lieu,Forme 1,Forme 2,Historique
2021-2022,26,Metz,Nantes,Domicile,0,0,0,19,7,1.0,1.36,1.25,1.0,1.8,1.16,2.0833333333333335,1.3333333333333333,-1.0,1.0,-1
2021-2022,27,Metz,Saint-Étienne,Extérieur,0,1,-1,18,19,0.9615384615384616,1.0384615384615385,0.7692307692307693,1.2307692307692308,1.7307692307692308,1.9230769230769231,1.5384615384615385,2.0,-2.0,0.0,-4
2021-2022,28,Metz,Lens,Domicile,0,0,0,19,10,0.9259259259259259,1.5555555555555556,1.1538461538461537,1.4615384615384615,1.7037037037037037,1.4074074074074074,1.9230769230769231,1.7692307692307692,-2.0,0.0,-3
2021-2022,29,Metz,Rennais,Extérieur,1,6,-1,19,4,0.8928571428571429,2.0357142857142856,0.7142857142857143,2.357142857142857,1.6428571428571428,0.9642857142857143,1.5,0.6428571428571429,-2.0,3.0,-9
2021-2022,30,Metz,Monaco,Domicile,1,2,-1,19,7,0.896551724137931,1.4827586206896552,1.0714285714285714,1.0,1.793103448275862,1.0344827586206897,1.7857142857142858,1.2142857142857142,-2.0,0.0,-12
2021-2022,31,Metz,Bordeaux,Extérieur,1,3,-1,19,20,0.9,1.2666666666666666,0.7333333333333333,1.3333333333333333,1.8,2.3333333333333335,1.8,1.9333333333333333,-3.0,-3.0,-9
2021-2022,32,Metz,Clermont,Domicile,1,1,0,20,17,0.9032258064516129,1.0,1.0666666666666667,0.9333333333333333,1.8387096774193548,1.935483870967742,1.8,2.1333333333333333,-4.0,-5.0,0
2021-2022,33,Metz,Lorient,Extérieur,0,1,-1,20,16,0.90625,1.0,0.75,1.1333333333333333,1.8125,1.625,1.875,1.0666666666666667,-3.0,0.0,-4
2021-2022,34,Metz,Brest,Domicile,0,1,-1,20,12,0.8787878787878788,1.2727272727272727,1.0625,1.0588235294117647,1.7878787878787878,1.4545454545454546,1.75,1.411764705882353,-4.0,0.0,0
2021-2022,35,Metz,Montpellier,Extérieur,2,2,0,20,12,0.8529411764705882,1.3529411764705883,0.7058823529411765,1.4705882352941178,1.7647058823529411,1.5,1.8235294117647058,1.1764705882352942,-4.0,-4.0,2
2021-2022,36,Metz,Lyon,Domicile,3,2,1,20,7,0.8857142857142857,1.6857142857142857,1.0,1.1764705882352942,1.7714285714285714,1.2857142857142858,1.7058823529411764,1.2941176470588236,-3.0,2.0,-13
2021-2022,37,Metz,Angers,Domicile,1,0,1,19,14,0.9444444444444444,1.1666666666666667,1.1111111111111112,1.1666666666666667,1.7777777777777777,1.5,1.7222222222222223,1.7222222222222223,-1.0,-1.0,-3
2021-2022,38,Metz,PSG,Extérieur,0,5,-1,18,1,0.9459459459459459,2.2972972972972974,0.7777777777777778,2.4444444444444446,1.7297297297297298,0.972972972972973,1.8333333333333333,0.6666666666666666,0.0,2.0,-12
2021-2022,1,Monaco,Nantes,Domicile,1,1,0,,,,,,,,,,,,,14
2021-2022,2,Monaco,Lorient,Extérieur,0,1,-1,11,10,1.0,1.0,,,1.0,1.0,,,0.0,0.0,6
2021-2022,3,Monaco,Lens,Domicile,0,2,-1,14,9,0.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,-1.0,0.0,2
2021-2022,4,Monaco,Troyes,Extérieur,2,1,1,19,18,0.3333333333333333,0.6666666666666666,0.0,1.0,1.3333333333333333,1.6666666666666667,1.0,2.0,-2.0,-2.0,7
2021-2022,5,Monaco,Marseille,Domicile,0,2,-1,14,5,0.75,2.25,0.5,2.0,1.25,1.5,1.5,1.5,-1.0,2.0,1
2021-2022,6,Monaco,Nice,Extérieur,2,2,0,16,4,0.6,2.2,1.0,1.6666666666666667,1.4,0.2,1.0,0.3333333333333333,-2.0,3.0,1
2021-2022,7,Monaco,Saint-Étienne,Domicile,3,1,1,14,19,0.8333333333333334,1.0,0.3333333333333333,1.0,1.5,1.8333333333333333,1.6666666666666667,2.3333333333333335,-2.0,-3.0,-1
2021-2022,8,Monaco,Clermont,Extérieur,3,1,1,13,11,1.1428571428571428,1.4285714285714286,1.3333333333333333,1.6666666666666667,1.4285714285714286,2.2857142857142856,1.3333333333333333,1.0,0.0,-2.0,0
2021-2022,9,Monaco,Bordeaux,Domicile,3,0,1,8,16,1.375,1.375,1.0,1.75,1.375,2.125,1.5,2.5,2.0,-1.0,-4
2021-2022,10,Monaco,Lyon,Extérieur,0,2,-1,6,10,1.5555555555555556,1.5555555555555556,1.75,2.2,1.2222222222222223,1.4444444444444444,1.25,1.4,2.0,1.0,-5
2021-2022,11,Monaco,Montpellier,Domicile,3,1,1,10,13,1.4,1.7,1.4,1.25,1.3,1.6,1.2,2.0,2.0,0.0,12
2021-2022,12,Monaco,Brest,Extérieur,0,2,-1,8,18,1.5454545454545454,1.0909090909090908,1.4,1.2,1.2727272727272727,1.8181818181818181,1.4,1.8,3.0,-3.0,-1
2021-2022,13,Monaco,Reims,Extérieur,0,0,0,10,17,1.4166666666666667,1.1666666666666667,1.1666666666666667,1.4,1.3333333333333333,1.4166666666666667,1.5,1.6,1.0,-2.0,3
2021-2022,14,Monaco,Lille,Domicile,2,2,0,11,12,1.3076923076923077,1.2307692307692308,1.6666666666666667,1.1428571428571428,1.2307692307692308,1.4615384615384615,1.1666666666666667,1.5714285714285714,0.0,-1.0,3
2021-2022,15,Monaco,Strasbourg,Domicile,1,1,0,8,7,1.3571428571428572,1.7857142857142858,1.7142857142857142,1.1666666666666667,1.2857142857142858,1.3571428571428572,1.2857142857142858,1.8333333333333333,-1.0,1.0,4
2021-2022,16,Monaco,Angers,Extérieur,3,1,1,9,6,1.3333333333333333,1.4666666666666666,1.0,1.5714285714285714,1.2666666666666666,1.2,1.2857142857142858,1.1428571428571428,0.0,0.0,6
2021-2022,17,Monaco,Metz,Domicile,4,0,1,7,19,1.4375,1.125,1.625,1.0,1.25,2.0625,1.25,1.875,0.0,0.0,11
2021-2022,18,Monaco,PSG,Extérieur,0,2,-1,7,1,1.588235294117647,2.1176470588235294,1.25,2.375,1.1764705882352942,0.9411764705882353,1.25,0.75,2.0,3.0,1
2021-2022,19,Monaco,Rennais,Domicile,2,1,1,8,3,1.5,1.8333333333333333,1.8888888888888888,1.75,1.2222222222222223,0.8888888888888888,1.1111111111111112,1.0,1.0,1.0,3
2021-2022,20,Monaco,Nantes,Extérieur,0,0,0,6,7,1.5263157894736843,1.3157894736842106,1.1111111111111112,1.5555555555555556,1.2105263157894737,1.2105263157894737,1.3333333333333333,1.1111111111111112,2.0,2.0,14
2021-2022,21,Monaco,Clermont,Domicile,4,0,1,7,15,1.45,1.0,1.9,1.0,1.15,1.7,1.1,2.1,2.0,-1.0,1
2021-2022,22,Monaco,Montpellier,Extérieur,2,3,-1,6,9,1.5714285714285714,1.619047619047619,1.0,1.7272727272727273,1.0952380952380953,1.3333333333333333,1.2,1.0,2.0,1.0,13
2021-2022,23,Monaco,Lyon,Domicile,2,0,1,8,7,1.5909090909090908,1.4090909090909092,2.090909090909091,1.0,1.1818181818181819,1.2727272727272727,1.0,1.5,0.0,2.0,-6
2021-2022,24,Monaco,Lorient,Domicile,0,0,0,6,17,1.608695652173913,0.8695652173913043,2.0833333333333335,0.8333333333333334,1.1304347826086956,1.6521739130434783,0.9166666666666666,2.4166666666666665,2.0,-1.0,5
2021-2022,25,Monaco,Bordeaux,Extérieur,1,1,0,6,20,1.5416666666666667,1.5,1.0909090909090908,1.5833333333333333,1.0833333333333333,2.5416666666666665,1.3636363636363635,2.0,1.0,-3.0,-3
2021-2022,26,Monaco,Reims,Domicile,1,2,-1,6,14,1.52,1.12,1.9230769230769231,0.8461538461538461,1.08,1.16,0.8461538461538461,1.3076923076923077,1.0,-2.0,3
2021-2022,27,Monaco,Marseille,Extérieur,1,0,1,9,2,1.5,1.5,1.0833333333333333,1.6923076923076923,1.1153846153846154,0.9230769230769231,1.3333333333333333,1.1538461538461537,-1.0,2.0,0
2021-2022,28,Monaco,Strasbourg,Extérieur,0,1,-1,8,5,1.4814814814814814,1.8148148148148149,1.0769230769230769,2.076923076923077,1.0740740740740742,1.1851851851851851,1.2307692307692308,1.0,1.0,2.0,4
2021-2022,29,Monaco,PSG,Domicile,3,0,1,8,1,1.4285714285714286,2.107142857142857,1.8571428571428572,1.7857142857142858,1.0714285714285714,0.8571428571428571,0.9285714285714286,1.2142857142857142,-1.0,1.0,0
2021-2022,30,Monaco,Metz,Extérieur,2,1,1,7,19,1.4827586206896552,0.896551724137931,1.0,1.0714285714285714,1.0344827586206897,1.793103448275862,1.2142857142857142,1.7857142857142858,0.0,-2.0,12
2021-2022,31,Monaco,Troyes,Domicile,2,1,1,6,15,1.5,0.9333333333333333,1.9333333333333333,0.9333333333333333,1.0333333333333334,1.4,0.8666666666666667,1.8666666666666667,1.0,3.0,8
2021-2022,32,Monaco,Rennais,Extérieur,3,2,1,6,3,1.5161290322580645,2.161290322580645,1.0666666666666667,2.6,1.032258064516129,1.0,1.2,0.6666666666666666,3.0,4.0,4
2021-2022,33,Monaco,Nice,Domicile,1,0,1,6,4,1.5625,1.3125,1.9375,1.3125,1.0625,0.875,0.875,0.75,3.0,-1.0,1
2021-2022,34,Monaco,Saint-Étienne,Extérieur,4,1,1,5,18,1.5454545454545454,1.121212121212121,1.1875,1.2941176470588236,1.0303030303030303,1.9393939393939394,1.25,1.8823529411764706,5.0,-1.0,0
2021-2022,35,Monaco,Angers,Domicile,2,0,1,4,14,1.6176470588235294,1.1176470588235294,1.8823529411764706,1.2352941176470589,1.0294117647058822,1.5,0.8235294117647058,1.7058823529411764,5.0,-2.0,7
2021-2022,36,Monaco,Lille,Extérieur,2,1,1,4,10,1.6285714285714286,1.2,1.3529411764705883,1.2352941176470589,1.0,1.2285714285714286,1.2352941176470589,1.0588235294117647,5.0,-2.0,3
2021-2022,37,Monaco,Brest,Domicile,4,2,1,3,11,1.6388888888888888,1.25,1.8888888888888888,1.0555555555555556,1.0,1.3611111111111112,0.7777777777777778,1.3333333333333333,5.0,1.0,-2
2021-2022,38,Monaco,Lens,Extérieur,2,2,0,2,7,1.7027027027027026,1.6216216216216217,1.3888888888888888,1.8333333333333333,1.027027027027027,1.2432432432432432,1.2222222222222223,1.0,5.0,3.0,1
2021-2022,1,Montpellier,Marseille,Domicile,2,3,-1,,,,,,,,,,,,,-7
2021-2022,2,Montpellier,Reims,Extérieur,3,3,0,17,15,2.0,0.0,,,3.0,0.0,,,-1.0,0.0,1
2021-2022,3,Montpellier,Lorient,Domicile,3,1,1,13,7,2.5,1.0,2.0,1.0,3.0,0.5,3.0,1.0,-1.0,1.0,5
2021-2022,4,Montpellier,Lille,Extérieur,1,2,-1,7,17,2.6666666666666665,1.3333333333333333,3.0,0.0,2.3333333333333335,2.6666666666666665,3.0,4.0,0.0,-1.0,-7
2021-2022,5,Montpellier,Saint-Étienne,Domicile,2,0,1,11,16,2.25,1.25,2.5,1.5,2.25,1.75,2.0,2.5,-1.0,-1.0,-6
2021-2022,6,Montpellier,Troyes,Extérieur,1,1,0,9,13,2.2,1.0,2.0,1.0,1.8,1.4,2.5,2.0,0.0,-2.0,3
2021-2022,7,Montpellier,Bordeaux,Domicile,3,3,0,8,17,2.0,1.1666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.1666666666666665,1.3333333333333333,2.3333333333333335,1.0,-1.0,-2
2021-2022,8,Montpellier,PSG,Extérieur,0,2,-1,10,1,2.142857142857143,2.857142857142857,1.6666666666666667,3.3333333333333335,1.8571428571428572,1.0,2.0,1.0,1.0,5.0,-8
2021-2022,9,Montpellier,Strasbourg,Domicile,1,1,0,14,12,1.875,1.5,2.5,1.3333333333333333,1.875,1.625,1.75,2.3333333333333335,-1.0,1.0,1
2021-2022,10,Montpellier,Lens,Domicile,1,0,1,13,2,1.7777777777777777,1.7777777777777777,2.2,2.25,1.7777777777777777,1.1111111111111112,1.6,1.25,0.0,3.0,-1
2021-2022,11,Montpellier,Monaco,Extérieur,1,3,-1,13,10,1.7,1.4,1.25,1.4,1.6,1.3,2.0,1.2,0.0,2.0,-12
2021-2022,12,Montpellier,Nantes,Domicile,2,0,1,13,7,1.6363636363636365,1.4545454545454546,2.0,1.4,1.7272727272727273,1.0909090909090908,1.3333333333333333,1.4,-1.0,2.0,-2
2021-2022,13,Montpellier,Nice,Extérieur,1,0,1,11,2,1.6666666666666667,1.9166666666666667,1.2,2.0,1.5833333333333333,0.75,2.2,1.0,0.0,3.0,3
2021-2022,14,Montpellier,Rennais,Extérieur,0,2,-1,6,5,1.6153846153846154,1.6923076923076923,1.1666666666666667,2.142857142857143,1.4615384615384615,0.9230769230769231,1.8333333333333333,0.5714285714285714,2.0,4.0,-2
2021-2022,15,Montpellier,Lyon,Domicile,0,1,-1,9,10,1.5,1.6428571428571428,2.0,1.0,1.5,1.5714285714285714,1.1428571428571428,2.1666666666666665,1.0,1.0,-7
2021-2022,16,Montpellier,Metz,Extérieur,3,1,1,11,19,1.4,1.1333333333333333,1.0,1.2857142857142858,1.4666666666666666,2.0,1.8571428571428572,2.142857142857143,-1.0,0.0,-3
2021-2022,17,Montpellier,Clermont,Domicile,1,0,1,9,17,1.5,1.1875,1.75,1.125,1.4375,1.9375,1.125,2.5,1.0,-4.0,0
2021-2022,18,Montpellier,Brest,Extérieur,4,0,1,9,10,1.4705882352941178,1.4705882352941178,1.25,1.625,1.3529411764705883,1.3529411764705883,1.75,1.125,1.0,5.0,4
2021-2022,19,Montpellier,Angers,Domicile,4,1,1,5,9,1.6111111111111112,1.3888888888888888,1.6666666666666667,1.4444444444444444,1.2777777777777777,1.2777777777777777,1.0,1.2222222222222223,1.0,0.0,0
2021-2022,20,Montpellier,Troyes,Domicile,0,1,-1,5,15,1.736842105263158,0.9473684210526315,1.9,0.7777777777777778,1.263157894736842,1.4736842105263157,1.0,1.7777777777777777,3.0,-2.0,3
2021-2022,21,Montpellier,Strasbourg,Extérieur,1,3,-1,5,8,1.65,1.9,1.5555555555555556,2.3,1.25,1.2,1.5555555555555556,1.2,3.0,3.0,1
2021-2022,22,Montpellier,Monaco,Domicile,3,2,1,9,6,1.619047619047619,1.5714285714285714,1.7272727272727273,1.0,1.3333333333333333,1.0952380952380953,1.0,1.2,1.0,2.0,-13
2021-2022,23,Montpellier,Saint-Étienne,Extérieur,1,3,-1,6,20,1.6818181818181819,0.8636363636363636,1.5,1.0,1.3636363636363635,1.9545454545454546,1.7,2.090909090909091,1.0,-3.0,-5
2021-2022,24,Montpellier,Lille,Domicile,0,1,-1,7,11,1.6521739130434783,1.3478260869565217,1.8333333333333333,1.3333333333333333,1.434782608695652,1.5217391304347827,1.0833333333333333,1.5833333333333333,-1.0,0.0,-8
2021-2022,25,Montpellier,Lorient,Extérieur,1,0,1,11,17,1.5833333333333333,0.8333333333333334,1.4545454545454546,0.9090909090909091,1.4166666666666667,1.5833333333333333,1.8181818181818181,0.8181818181818182,-3.0,-1.0,6
2021-2022,26,Montpellier,Rennais,Domicile,2,4,-1,9,5,1.56,1.88,1.6923076923076923,1.3333333333333333,1.36,0.92,1.0769230769230769,1.1666666666666667,-1.0,1.0,-3
2021-2022,27,Montpellier,Nantes,Extérieur,0,2,-1,11,7,1.5769230769230769,1.3076923076923077,1.4166666666666667,1.6923076923076923,1.4615384615384615,1.1153846153846154,1.6666666666666667,1.0,-1.0,2.0,-1
2021-2022,28,Montpellier,Nice,Domicile,0,0,0,11,2,1.5185185185185186,1.4074074074074074,1.7142857142857142,1.5384615384615385,1.4814814814814814,0.7777777777777778,1.2857142857142858,0.5384615384615384,-3.0,0.0,4
2021-2022,29,Montpellier,Bordeaux,Extérieur,2,0,1,11,20,1.4642857142857142,1.3571428571428572,1.3076923076923077,1.4285714285714286,1.4285714285714286,2.4285714285714284,1.6923076923076923,1.9285714285714286,-2.0,-3.0,-2
2021-2022,30,Montpellier,Brest,Domicile,1,2,-1,11,13,1.4827586206896552,1.2413793103448276,1.6,1.0,1.3793103448275863,1.4827586206896552,1.2,1.4,0.0,-2.0,5
2021-2022,31,Montpellier,Marseille,Extérieur,0,2,-1,11,2,1.4666666666666666,1.6333333333333333,1.3571428571428572,1.6,1.4,0.9666666666666667,1.5714285714285714,1.1333333333333333,-2.0,2.0,-8
2021-2022,32,Montpellier,Reims,Domicile,0,0,0,11,13,1.4193548387096775,1.096774193548387,1.5625,0.875,1.4193548387096775,1.1290322580645162,1.25,1.1875,-2.0,-1.0,1
2021-2022,33,Montpellier,Lens,Extérieur,0,2,-1,11,7,1.375,1.5625,1.2666666666666666,1.8125,1.375,1.28125,1.6,1.0,-1.0,2.0,0
2021-2022,34,Montpellier,Lyon,Extérieur,2,5,-1,11,8,1.3333333333333333,1.5454545454545454,1.1875,2.0,1.393939393939394,1.303030303030303,1.625,1.2352941176470589,-2.0,1.0,-8
2021-2022,35,Montpellier,Metz,Domicile,2,2,0,12,20,1.3529411764705883,0.8529411764705882,1.4705882352941178,0.7058823529411765,1.5,1.7647058823529411,1.1764705882352942,1.8235294117647058,-4.0,-4.0,-2
2021-2022,36,Montpellier,Clermont,Extérieur,1,2,-1,13,17,1.3714285714285714,1.0,1.2352941176470589,1.1176470588235294,1.5142857142857142,1.8571428571428572,1.8235294117647058,1.7647058823529411,-3.0,-1.0,1
2021-2022,37,Montpellier,PSG,Domicile,0,4,-1,13,1,1.3611111111111112,2.25,1.5,2.0555555555555554,1.5277777777777777,1.0,1.2222222222222223,1.3333333333333333,-3.0,2.0,-9
2021-2022,38,Montpellier,Angers,Extérieur,0,2,-1,13,14,1.3243243243243243,1.135135135135135,1.2222222222222223,1.1666666666666667,1.5945945945945945,1.4864864864864864,1.8333333333333333,1.2777777777777777,-4.0,-2.0,1
2021-2022,1,Nantes,Monaco,Extérieur,1,1,0,,,,,,,,,,,,,-14
2021-2022,2,Nantes,Metz,Domicile,2,0,1,7,6,1.0,3.0,,,1.0,3.0,,,0.0,0.0,0
2021-2022,3,Nantes,Rennais,Extérieur,0,1,-1,5,11,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,-6
2021-2022,4,Nantes,Lyon,Domicile,0,1,-1,9,16,1.0,1.3333333333333333,2.0,0.0,0.6666666666666666,2.3333333333333335,0.0,3.0,0.0,-1.0,-13
2021-2022,5,Nantes,Nice,Domicile,0,2,-1,12,4,0.75,2.25,1.0,4.0,0.75,0.25,0.5,0.0,-1.0,2.0,0
2021-2022,6,Nantes,Angers,Extérieur,4,1,1,14,2,0.6,1.8,0.5,2.5,1.0,0.4,1.0,0.0,-2.0,3.0,3
2021-2022,7,Nantes,Brest,Domicile,3,1,1,10,18,1.1666666666666667,1.1666666666666667,0.6666666666666666,1.0,1.0,1.8333333333333333,1.0,1.6666666666666667,-1.0,-2.0,2
2021-2022,8,Nantes,Reims,Extérieur,1,3,-1,8,15,1.4285714285714286,1.0,1.6666666666666667,1.0,1.0,1.1428571428571428,1.0,1.6666666666666667,-1.0,-1.0,-3
2021-2022,9,Nantes,Troyes,Domicile,2,0,1,10,17,1.375,1.0,1.25,1.0,1.25,1.5,1.0,1.5,-1.0,-1.0,2
2021-2022,10,Nantes,Bordeaux,Extérieur,1,1,0,9,16,1.4444444444444444,1.2222222222222223,1.5,1.0,1.1111111111111112,2.2222222222222223,1.5,1.75,1.0,-1.0,-7
2021-2022,11,Nantes,Clermont,Domicile,2,1,1,9,14,1.4,1.3,1.4,1.2,1.1,2.0,0.8,2.8,2.0,-1.0,0
2021-2022,12,Nantes,Montpellier,Extérieur,0,2,-1,7,13,1.4545454545454546,1.6363636363636365,1.4,2.0,1.0909090909090908,1.7272727272727273,1.4,1.3333333333333333,2.0,-1.0,2
2021-2022,13,Nantes,Strasbourg,Domicile,2,2,0,9,7,1.3333333333333333,1.8333333333333333,1.5,1.0,1.1666666666666667,1.3333333333333333,0.8333333333333334,1.8,0.0,0.0,4
2021-2022,14,Nantes,PSG,Extérieur,1,3,-1,10,1,1.3846153846153846,2.230769230769231,1.1666666666666667,2.6666666666666665,1.2307692307692308,1.0,1.5,0.8333333333333334,1.0,2.0,-17
2021-2022,15,Nantes,Lille,Extérieur,1,1,0,11,12,1.3571428571428572,1.2857142857142858,1.1428571428571428,1.3333333333333333,1.3571428571428572,1.5,1.7142857142857142,1.3333333333333333,-1.0,-2.0,-13
2021-2022,16,Nantes,Marseille,Domicile,0,1,-1,10,4,1.3333333333333333,1.4666666666666666,1.5714285714285714,1.1428571428571428,1.3333333333333333,0.9333333333333333,1.0,1.0,-1.0,1.0,1
2021-2022,17,Nantes,Lorient,Extérieur,1,0,1,13,16,1.25,0.8125,1.125,1.0,1.3125,1.5625,1.625,1.0,-3.0,-5.0,2
2021-2022,18,Nantes,Lens,Domicile,3,2,1,13,5,1.2352941176470589,1.7647058823529411,1.375,1.5,1.2352941176470589,1.3529411764705883,1.0,1.75,-1.0,0.0,1
2021-2022,19,Nantes,Saint-Étienne,Extérieur,1,0,1,10,20,1.3333333333333333,0.9444444444444444,1.1111111111111112,1.1111111111111112,1.2777777777777777,2.1666666666666665,1.4444444444444444,2.2222222222222223,0.0,-3.0,-7
2021-2022,20,Nantes,Monaco,Domicile,0,0,0,7,6,1.3157894736842106,1.5263157894736843,1.5555555555555556,1.1111111111111112,1.2105263157894737,1.2105263157894737,1.1111111111111112,1.3333333333333333,2.0,2.0,-14
2021-2022,21,Nantes,Nice,Extérieur,1,2,-1,9,2,1.25,1.6,1.1,1.4,1.15,0.85,1.3,1.2,2.0,2.0,-1
2021-2022,22,Nantes,Lorient,Domicile,4,2,1,10,18,1.2380952380952381,0.7619047619047619,1.4,0.7272727272727273,1.1904761904761905,1.619047619047619,1.0,2.272727272727273,2.0,-3.0,3
2021-2022,23,Nantes,Strasbourg,Extérieur,0,1,-1,10,4,1.3636363636363635,2.0,1.0909090909090908,2.3636363636363638,1.2272727272727273,1.3181818181818181,1.3636363636363635,1.1818181818181819,2.0,1.0,4
2021-2022,24,Nantes,Reims,Domicile,1,0,1,10,14,1.3043478260869565,1.173913043478261,1.6363636363636365,0.9166666666666666,1.2173913043478262,1.173913043478261,1.0909090909090908,1.3333333333333333,0.0,-1.0,-4
2021-2022,25,Nantes,PSG,Domicile,3,1,1,9,1,1.2916666666666667,2.1666666666666665,1.5833333333333333,2.0,1.1666666666666667,0.7916666666666666,1.0,1.0833333333333333,0.0,4.0,-18
2021-2022,26,Nantes,Metz,Extérieur,0,0,0,7,19,1.36,1.0,1.0,1.25,1.16,1.8,1.3333333333333333,2.0833333333333335,1.0,-1.0,1
2021-2022,27,Nantes,Montpellier,Domicile,2,0,1,7,11,1.3076923076923077,1.5769230769230769,1.6923076923076923,1.4166666666666667,1.1153846153846154,1.4615384615384615,1.0,1.6666666666666667,2.0,-1.0,1
2021-2022,28,Nantes,Troyes,Extérieur,0,1,-1,6,16,1.3333333333333333,0.9259259259259259,0.9230769230769231,0.9230769230769231,1.0740740740740742,1.5185185185185186,1.2307692307692308,1.0769230769230769,2.0,-1.0,3
2021-2022,29,Nantes,Lille,Domicile,0,1,-1,7,6,1.2857142857142858,1.3214285714285714,1.7142857142857142,1.2857142857142858,1.0714285714285714,1.25,0.9285714285714286,1.3571428571428572,2.0,3.0,-13
2021-2022,30,Nantes,Clermont,Extérieur,3,2,1,9,17,1.2413793103448276,0.9655172413793104,0.8571428571428571,1.0,1.0689655172413792,1.7586206896551724,1.2142857142857142,1.3571428571428572,0.0,-2.0,1
2021-2022,31,Nantes,Brest,Extérieur,1,1,0,8,12,1.3,1.2666666666666666,1.0,1.5,1.1,1.4666666666666666,1.2666666666666666,1.5714285714285714,0.0,-1.0,3
2021-2022,32,Nantes,Angers,Domicile,1,1,0,9,14,1.2903225806451613,1.1290322580645162,1.6,1.2,1.096774193548387,1.4516129032258065,0.9333333333333333,1.7333333333333334,0.0,-2.0,4
2021-2022,33,Nantes,Marseille,Extérieur,2,3,-1,10,2,1.28125,1.625,1.0,1.625,1.09375,0.96875,1.25,1.0625,-1.0,3.0,0
2021-2022,34,Nantes,Bordeaux,Domicile,5,3,1,10,19,1.303030303030303,1.3333333333333333,1.5625,1.1875,1.1515151515151516,2.393939393939394,0.9375,2.9375,-1.0,-1.0,-7
2021-2022,35,Nantes,Lens,Extérieur,2,2,0,10,7,1.411764705882353,1.5588235294117647,1.0588235294117647,1.8235294117647058,1.2058823529411764,1.2352941176470589,1.3529411764705883,0.9411764705882353,1.0,2.0,2
2021-2022,36,Nantes,Rennais,Domicile,2,1,1,9,3,1.4285714285714286,2.2,1.7647058823529411,1.7058823529411764,1.2285714285714286,1.0285714285714285,1.0588235294117647,1.3529411764705883,0.0,1.0,-7
2021-2022,37,Nantes,Lyon,Extérieur,2,3,-1,9,8,1.4444444444444444,1.6944444444444444,1.1111111111111112,2.1666666666666665,1.2222222222222223,1.3333333333333333,1.3888888888888888,1.2777777777777777,1.0,1.0,-14
2021-2022,38,Nantes,Saint-Étienne,Domicile,1,1,0,9,19,1.4594594594594594,1.1081081081081081,1.7777777777777777,0.9444444444444444,1.2702702702702702,2.054054054054054,1.0555555555555556,2.111111111111111,0.0,-4.0,-6
2021-2022,1,Nice,Reims,Domicile,0,0,0,,,,,,,,,,,,,2
2021-2022,2,Nice,Lille,Extérieur,4,0,1,15,5,0.0,3.0,,,0.0,3.0,,,0.0,0.0,5
2021-2022,3,Nice,Marseille,Domicile,1,1,0,4,6,2.0,2.5,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,-12
2021-2022,4,Nice,Bordeaux,Domicile,4,0,1,6,15,1.6666666666666667,1.0,0.5,2.0,0.3333333333333333,1.6666666666666667,0.5,2.0,1.0,-1.0,-2
2021-2022,5,Nice,Nantes,Extérieur,2,0,1,4,12,2.25,0.75,4.0,1.0,0.25,0.75,0.0,0.5,2.0,-1.0,0
2021-2022,6,Nice,Monaco,Domicile,2,2,0,4,16,2.2,0.6,1.6666666666666667,1.0,0.2,1.4,0.3333333333333333,1.0,3.0,-2.0,-1
2021-2022,7,Nice,Lorient,Extérieur,0,1,-1,5,7,2.1666666666666665,1.1666666666666667,3.0,1.5,0.5,1.1666666666666667,0.0,0.5,3.0,1.0,6
2021-2022,8,Nice,Saint-Étienne,Extérieur,3,0,1,7,19,1.8571428571428572,1.0,2.0,1.0,0.5714285714285714,2.0,0.3333333333333333,1.3333333333333333,1.0,-4.0,5
2021-2022,9,Nice,Brest,Domicile,2,1,1,4,19,2.0,1.125,1.75,1.0,0.5,2.0,0.75,2.0,2.0,-3.0,1
2021-2022,10,Nice,Troyes,Extérieur,0,1,-1,3,17,2.0,0.8888888888888888,2.25,1.0,0.5555555555555556,1.5555555555555556,0.25,1.5,2.0,-1.0,3
2021-2022,11,Nice,Lyon,Domicile,3,2,1,4,6,1.8,1.6,1.8,0.75,0.6,1.3,0.8,1.5,0.0,1.0,-10
2021-2022,12,Nice,Angers,Extérieur,2,1,1,3,6,1.9090909090909092,1.5454545454545454,1.8,1.8,0.7272727272727273,1.1818181818181819,0.4,1.2,1.0,0.0,3
2021-2022,13,Nice,Montpellier,Domicile,0,1,-1,2,11,1.9166666666666667,1.6666666666666667,2.0,1.2,0.75,1.5833333333333333,1.0,2.2,3.0,0.0,-3
2021-2022,14,Nice,Clermont,Extérieur,2,1,1,3,15,1.7692307692307692,1.2307692307692308,1.8333333333333333,1.1666666666666667,0.7692307692307693,2.0,0.5,1.1666666666666667,1.0,-2.0,0
