Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2018-2019,11,Angers,Lyon,1,1,2,-1,10,5,1.2,1.6,1.2,1.8333333333333333,1.2,1.25,1.3,1.2,1.4,0.6666666666666666,1.2,2.0,0.0,2.0,-2
2018-2019,12,Angers,Saint-Étienne,0,3,4,-1,12,6,1.1818181818181819,1.1818181818181819,1.1666666666666667,1.4,1.2,1.0,1.3636363636363635,1.2727272727272727,1.5,0.6,1.2,1.8333333333333333,-1.0,1.0,-4
2018-2019,13,Angers,Montpellier,1,1,0,1,15,2,1.3333333333333333,1.6666666666666667,1.1666666666666667,1.5714285714285714,1.5,1.8,1.5833333333333333,0.5833333333333334,1.5,0.42857142857142855,1.6666666666666667,0.8,-3.0,4.0,-1
2018-2019,14,Angers,Nantes,0,1,1,0,13,10,1.3076923076923077,1.5384615384615385,1.1428571428571428,2.0,1.5,1.1428571428571428,1.4615384615384615,1.3846153846153846,1.2857142857142858,1.0,1.6666666666666667,1.7142857142857142,-1.0,2.0,-5
2018-2019,15,Angers,Caen,1,1,1,0,14,17,1.2857142857142858,0.7857142857142857,1.1428571428571428,1.0,1.4285714285714286,0.5714285714285714,1.4285714285714286,1.2142857142857142,1.2857142857142858,1.1428571428571428,1.5714285714285714,1.2857142857142858,-1.0,-3.0,5
2018-2019,16,Angers,Nice,0,0,0,0,13,7,1.2666666666666666,0.8,1.125,0.7142857142857143,1.4285714285714286,0.875,1.4,0.9333333333333333,1.25,1.4285714285714286,1.5714285714285714,0.5,-1.0,4.0,-1
2018-2019,17,Angers,Bordeaux,1,1,2,-1,14,10,1.1875,1.1875,1.125,1.5555555555555556,1.25,0.7142857142857143,1.3125,1.1875,1.25,1.2222222222222223,1.375,1.1428571428571428,0.0,1.0,2
2018-2019,18,Angers,Amiens,0,0,0,0,15,17,1.1764705882352942,0.9411764705882353,1.1111111111111112,1.5,1.25,0.4444444444444444,1.3529411764705883,1.7647058823529411,1.3333333333333333,1.75,1.375,1.7777777777777777,0.0,-1.0,2
2018-2019,19,Angers,Marseille,1,1,1,0,14,6,1.1111111111111112,1.7222222222222223,1.1111111111111112,2.0,1.1111111111111112,1.4444444444444444,1.2777777777777777,1.5,1.3333333333333333,0.6666666666666666,1.2222222222222223,2.3333333333333335,-1.0,0.0,-1
2018-2019,20,Angers,Nîmes,0,1,3,-1,15,10,1.105263157894737,1.4210526315789473,1.1,1.3333333333333333,1.1111111111111112,1.5,1.263157894736842,1.4736842105263157,1.3,1.1111111111111112,1.2222222222222223,1.8,-1.0,1.0,-1
2018-2019,21,Angers,Nantes,1,1,0,1,15,13,1.1,1.3,1.1,1.8,1.1,0.8,1.35,1.35,1.3,1.0,1.4,1.7,-2.0,-1.0,-5
2018-2019,22,Angers,Toulouse,0,0,0,0,15,13,1.0952380952380953,1.0,1.0909090909090908,1.2,1.1,0.8181818181818182,1.2857142857142858,1.4761904761904763,1.1818181818181819,1.6,1.4,1.3636363636363635,-1.0,0.0,-3
2018-2019,23,Angers,Dijon,1,1,0,1,15,16,1.0454545454545454,0.8636363636363636,1.0909090909090908,0.8181818181818182,1.0,0.9090909090909091,1.2272727272727273,1.6818181818181819,1.1818181818181819,1.8181818181818181,1.2727272727272727,1.5454545454545454,0.0,-2.0,1
2018-2019,24,Angers,Strasbourg,0,2,1,1,14,6,1.0434782608695652,1.6956521739130435,1.0833333333333333,1.6363636363636365,1.0,1.75,1.173913043478261,1.173913043478261,1.0833333333333333,1.0,1.2727272727272727,1.3333333333333333,1.0,3.0,0
2018-2019,25,Angers,Nice,1,3,0,1,12,7,1.0833333333333333,0.7916666666666666,1.0833333333333333,0.8333333333333334,1.0833333333333333,0.75,1.1666666666666667,0.9583333333333334,1.0833333333333333,0.9166666666666666,1.25,1.0,2.0,2.0,-1
2018-2019,26,Angers,Guingamp,0,0,1,-1,12,20,1.16,0.68,1.2307692307692308,0.8333333333333334,1.0833333333333333,0.5384615384615384,1.12,2.0,1.0,1.75,1.25,2.230769230769231,4.0,-4.0,0
2018-2019,27,Angers,Monaco,1,2,2,0,12,16,1.1153846153846154,1.0,1.2307692307692308,1.0,1.0,1.0,1.1153846153846154,1.5769230769230769,1.0,1.7142857142857142,1.2307692307692308,1.4166666666666667,2.0,2.0,-3
2018-2019,28,Angers,Montpellier,0,2,2,0,12,7,1.1481481481481481,1.3333333333333333,1.2857142857142858,1.5384615384615385,1.0,1.1428571428571428,1.1481481481481481,1.0740740740740742,1.0714285714285714,1.0,1.2307692307692308,1.1428571428571428,2.0,0.0,0
2018-2019,29,Angers,Amiens,1,0,0,0,12,16,1.1785714285714286,0.8571428571428571,1.2857142857142858,1.1428571428571428,1.0714285714285714,0.5714285714285714,1.1785714285714286,1.5357142857142858,1.0714285714285714,1.3571428571428572,1.2857142857142858,1.7142857142857142,1.0,2.0,2
2018-2019,30,Angers,Marseille,0,2,2,0,12,4,1.1379310344827587,1.5517241379310345,1.2,1.7857142857142858,1.0714285714285714,1.3333333333333333,1.1379310344827587,1.3103448275862069,1.0,0.6428571428571429,1.2857142857142858,1.9333333333333333,0.0,2.0,-1
2018-2019,31,Angers,Rennes,1,3,3,0,12,10,1.1666666666666667,1.3333333333333333,1.2,1.4,1.1333333333333333,1.2666666666666666,1.1666666666666667,1.3333333333333333,1.0,0.9333333333333333,1.3333333333333333,1.7333333333333334,-1.0,-1.0,-5
2018-2019,32,Angers,Caen,0,1,0,1,12,19,1.2258064516129032,0.7741935483870968,1.3125,0.8,1.1333333333333333,0.75,1.2258064516129032,1.4838709677419355,1.125,1.5333333333333334,1.3333333333333333,1.4375,0.0,-3.0,5
2018-2019,33,Angers,Lyon,0,1,2,-1,12,3,1.21875,1.65625,1.3125,1.875,1.125,1.4375,1.1875,1.25,1.125,1.0,1.25,1.5,1.0,0.0,-3
2018-2019,34,Angers,Reims,1,1,1,0,12,7,1.2121212121212122,0.9696969696969697,1.3125,1.0588235294117647,1.1176470588235294,0.875,1.2121212121212122,1.0303030303030303,1.125,0.8235294117647058,1.2941176470588236,1.25,0.0,-1.0,-1
2018-2019,35,Angers,Bordeaux,0,1,0,1,13,14,1.2058823529411764,0.9705882352941176,1.2941176470588236,1.411764705882353,1.1176470588235294,0.5294117647058824,1.2058823529411764,1.1470588235294117,1.1176470588235294,1.1176470588235294,1.2941176470588236,1.1764705882352942,0.0,-2.0,1
2018-2019,36,Angers,Paris Saint Germain,1,1,2,-1,12,1,1.2,2.8,1.2941176470588236,3.2777777777777777,1.1111111111111112,2.2941176470588234,1.1714285714285715,0.8857142857142857,1.1176470588235294,0.5555555555555556,1.2222222222222223,1.2352941176470589,1.0,-1.0,-6
2018-2019,37,Angers,Lille,0,0,5,-1,13,2,1.1944444444444444,1.7222222222222223,1.2777777777777777,2.0555555555555554,1.1111111111111112,1.3888888888888888,1.1944444444444444,0.8333333333333334,1.1666666666666667,0.6111111111111112,1.2222222222222223,1.0555555555555556,0.0,3.0,5
2018-2019,38,Angers,Saint-Étienne,1,1,1,0,13,4,1.162162162162162,1.5675675675675675,1.2777777777777777,1.7894736842105263,1.0526315789473684,1.3333333333333333,1.2972972972972974,1.0810810810810811,1.1666666666666667,0.7368421052631579,1.4210526315789473,1.4444444444444444,-2.0,3.0,-5
2018-2019,1,Bordeaux,Strasbourg,1,0,2,-1,,,,,,,,,,,,,,,,,-1
2018-2019,2,Bordeaux,Toulouse,0,1,2,-1,18,20,0.0,0.0,0.0,,,0.0,2.0,4.0,2.0,,,4.0,-1.0,-1.0,1
2018-2019,3,Bordeaux,Monaco,1,2,1,1,19,6,0.5,1.5,0.0,0.0,1.0,3.0,2.0,0.5,2.0,0.0,2.0,1.0,-2.0,1.0,4
2018-2019,4,Bordeaux,Rennes,0,0,2,-1,15,13,1.0,1.3333333333333333,1.0,1.0,1.0,1.5,1.6666666666666667,1.6666666666666667,1.5,0.0,2.0,2.5,-1.0,0.0,6
2018-2019,5,Bordeaux,Nîmes,1,3,3,0,19,10,0.75,2.25,1.0,2.5,0.5,2.0,1.75,2.25,1.5,2.5,2.0,2.0,-2.0,0.0,0
2018-2019,6,Bordeaux,Guingamp,0,3,1,1,19,20,1.2,0.6,1.6666666666666667,1.0,0.5,0.3333333333333333,2.0,2.8,2.0,2.5,2.0,3.0,-2.0,-5.0,7
2018-2019,7,Bordeaux,Lille,1,1,0,1,13,2,1.5,1.8333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,1.8333333333333333,0.8333333333333334,2.0,0.6666666666666666,1.6666666666666667,1.0,0.0,2.0,0
2018-2019,8,Bordeaux,Reims,0,0,0,0,10,14,1.4285714285714286,0.5714285714285714,1.5,0.3333333333333333,1.3333333333333333,0.75,1.5714285714285714,1.2857142857142858,1.5,0.3333333333333333,1.6666666666666667,2.0,2.0,-3.0,-4
2018-2019,9,Bordeaux,Nantes,1,3,0,1,9,19,1.25,1.0,1.5,0.75,1.0,1.25,1.375,1.625,1.5,1.5,1.25,1.75,1.0,-1.0,6
2018-2019,10,Bordeaux,Montpellier,0,0,2,-1,7,4,1.4444444444444444,1.3333333333333333,1.8,1.2,1.0,1.5,1.2222222222222223,0.7777777777777778,1.2,0.6,1.25,1.0,3.0,2.0,6
2018-2019,11,Bordeaux,Nice,1,0,1,-1,8,14,1.3,0.7,1.8,0.4,0.8,1.0,1.3,1.4,1.2,2.0,1.4,0.8,2.0,-2.0,3
2018-2019,12,Bordeaux,Lyon,0,1,1,0,8,4,1.1818181818181819,1.6363636363636365,1.5,1.8333333333333333,0.8,1.4,1.2727272727272727,1.1818181818181819,1.1666666666666667,0.6666666666666666,1.4,1.8,0.0,2.0,-4
2018-2019,13,Bordeaux,Caen,1,0,0,0,11,16,1.1666666666666667,0.9166666666666666,1.5,1.1666666666666667,0.8333333333333334,0.6666666666666666,1.25,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.5,-1.0,-2.0,-1
2018-2019,14,Bordeaux,Dijon,0,0,0,0,11,18,1.0769230769230769,0.9230769230769231,1.2857142857142858,0.6666666666666666,0.8333333333333334,1.1428571428571428,1.1538461538461537,1.7692307692307692,1.0,2.3333333333333335,1.3333333333333333,1.2857142857142858,-1.0,-4.0,0
2018-2019,15,Bordeaux,Paris Saint Germain,1,2,2,0,12,1,1.0,3.2857142857142856,1.2857142857142858,3.375,0.7142857142857143,3.1666666666666665,1.0714285714285714,0.5,1.0,0.375,1.1428571428571428,0.6666666666666666,-2.0,5.0,-3
2018-2019,16,Bordeaux,Saint-Étienne,1,3,2,1,11,6,1.0666666666666667,1.4666666666666666,1.375,2.0,0.7142857142857143,0.8571428571428571,1.1333333333333333,1.2,1.125,0.75,1.1428571428571428,1.7142857142857142,-1.0,2.0,8
2018-2019,17,Bordeaux,Angers,0,2,1,1,10,14,1.1875,1.1875,1.5555555555555556,1.125,0.7142857142857143,1.25,1.1875,1.3125,1.2222222222222223,1.25,1.1428571428571428,1.375,1.0,0.0,-2
2018-2019,18,Bordeaux,Marseille,0,0,1,-1,9,7,1.2352941176470589,1.7647058823529411,1.5555555555555556,2.125,0.875,1.4444444444444444,1.1764705882352942,1.588235294117647,1.2222222222222223,0.75,1.125,2.3333333333333335,2.0,0.0,0
2018-2019,19,Bordeaux,Amiens,1,1,1,0,10,17,1.1666666666666667,0.8888888888888888,1.5555555555555556,1.3333333333333333,0.7777777777777778,0.4444444444444444,1.1666666666666667,1.6666666666666667,1.2222222222222223,1.5555555555555556,1.1111111111111112,1.7777777777777777,1.0,-2.0,0
2018-2019,20,Bordeaux,Nice,0,0,1,-1,12,7,1.1578947368421053,0.7368421052631579,1.5,0.6666666666666666,0.7777777777777778,0.8,1.1578947368421053,0.9473684210526315,1.2,1.2222222222222223,1.1111111111111112,0.7,1.0,-1.0,2
2018-2019,21,Bordeaux,Dijon,1,1,0,1,12,18,1.1,0.85,1.5,0.7,0.7,1.0,1.15,1.8,1.2,2.0,1.1,1.6,0.0,-2.0,0
2018-2019,22,Bordeaux,Strasbourg,0,0,1,-1,11,6,1.0952380952380953,1.7619047619047619,1.4545454545454546,1.7,0.7,1.8181818181818181,1.0952380952380953,1.1904761904761905,1.0909090909090908,1.1,1.1,1.2727272727272727,0.0,2.0,-2
2018-2019,23,Bordeaux,Guingamp,1,0,0,0,12,20,1.0454545454545454,0.7272727272727273,1.4545454545454546,0.9090909090909091,0.6363636363636364,0.5454545454545454,1.0909090909090908,2.090909090909091,1.0909090909090908,1.7272727272727273,1.0909090909090908,2.4545454545454546,-2.0,-1.0,8
2018-2019,24,Bordeaux,Paris Saint Germain,0,0,1,-1,12,1,1.0,3.3043478260869565,1.3333333333333333,3.8333333333333335,0.6363636363636364,2.727272727272727,1.0434782608695652,0.6086956521739131,1.0,0.4166666666666667,1.0909090909090908,0.8181818181818182,-1.0,3.0,-3
2018-2019,25,Bordeaux,Toulouse,1,2,1,1,13,15,0.9583333333333334,0.9583333333333334,1.3333333333333333,1.0833333333333333,0.5833333333333334,0.8333333333333334,1.0416666666666667,1.4166666666666667,1.0,1.4166666666666667,1.0833333333333333,1.4166666666666667,-2.0,-1.0,0
2018-2019,26,Bordeaux,Nantes,0,0,1,-1,13,14,1.0,1.2,1.3846153846153846,1.75,0.5833333333333334,0.6923076923076923,1.04,1.36,1.0,1.25,1.0833333333333333,1.4615384615384615,0.0,-2.0,7
2018-2019,27,Bordeaux,Montpellier,1,1,2,-1,13,7,0.9615384615384616,1.3076923076923077,1.3846153846153846,1.5384615384615385,0.5384615384615384,1.0769230769230769,1.0384615384615385,1.0769230769230769,1.0,1.0,1.0769230769230769,1.1538461538461537,-2.0,0.0,5
2018-2019,28,Bordeaux,Monaco,0,1,1,0,13,16,0.9629629629629629,1.037037037037037,1.3571428571428572,1.0,0.5384615384615384,1.0769230769230769,1.0740740740740742,1.5925925925925926,1.0714285714285714,1.7142857142857142,1.0769230769230769,1.4615384615384615,-2.0,3.0,5
2018-2019,29,Bordeaux,Rennes,1,1,1,0,14,8,0.9642857142857143,1.3928571428571428,1.3571428571428572,1.5,0.5714285714285714,1.2857142857142858,1.0714285714285714,1.3571428571428572,1.0714285714285714,0.9285714285714286,1.0714285714285714,1.7857142857142858,-2.0,0.0,5
2018-2019,30,Bordeaux,Amiens,0,0,0,0,14,17,0.9655172413793104,0.8275862068965517,1.3333333333333333,1.1428571428571428,0.5714285714285714,0.5333333333333333,1.0689655172413792,1.4827586206896552,1.0666666666666667,1.3571428571428572,1.0714285714285714,1.6,-1.0,1.0,0
2018-2019,31,Bordeaux,Marseille,1,2,0,1,13,5,0.9333333333333333,1.5666666666666667,1.3333333333333333,1.8,0.5333333333333333,1.3333333333333333,1.0333333333333334,1.3333333333333333,1.0666666666666667,0.7333333333333333,1.0,1.9333333333333333,-2.0,1.0,-1
2018-2019,32,Bordeaux,Saint-Étienne,0,0,3,-1,13,4,0.967741935483871,1.4516129032258065,1.375,1.7333333333333334,0.5333333333333333,1.1875,1.0,1.1935483870967742,1.0,0.8666666666666667,1.0,1.5,0.0,0.0,9
2018-2019,33,Bordeaux,Nîmes,0,1,2,-1,13,10,0.9375,1.46875,1.375,1.5625,0.5,1.375,1.0625,1.46875,1.0,1.0,1.125,1.9375,0.0,-2.0,0
2018-2019,34,Bordeaux,Lyon,1,2,3,-1,14,3,0.9393939393939394,1.6666666666666667,1.375,1.8823529411764706,0.5294117647058824,1.4375,1.0909090909090908,1.2424242424242424,1.0,1.0,1.1764705882352942,1.5,-1.0,1.0,-4
2018-2019,35,Bordeaux,Angers,1,0,1,-1,14,13,0.9705882352941176,1.2058823529411764,1.411764705882353,1.2941176470588236,0.5294117647058824,1.1176470588235294,1.1470588235294117,1.2058823529411764,1.1176470588235294,1.1176470588235294,1.1764705882352942,1.2941176470588236,-2.0,0.0,-1
2018-2019,36,Bordeaux,Lille,0,0,1,-1,14,2,0.9428571428571428,1.7428571428571429,1.3333333333333333,2.1176470588235294,0.5294117647058824,1.3888888888888888,1.1428571428571428,0.8571428571428571,1.1111111111111112,0.6470588235294118,1.1764705882352942,1.0555555555555556,-3.0,2.0,1
2018-2019,37,Bordeaux,Reims,1,0,1,-1,14,9,0.9166666666666666,0.9722222222222222,1.3333333333333333,1.0,0.5,0.9444444444444444,1.1388888888888888,1.1388888888888888,1.1111111111111112,0.9444444444444444,1.1666666666666667,1.3333333333333333,-5.0,-3.0,-4
2018-2019,38,Bordeaux,Caen,0,1,0,1,14,18,0.8918918918918919,0.7837837837837838,1.263157894736842,0.8888888888888888,0.5,0.6842105263157895,1.135135135135135,1.4324324324324325,1.105263157894737,1.4444444444444444,1.1666666666666667,1.4210526315789473,-5.0,2.0,-1
2018-2019,1,Caen,Paris Saint Germain,0,0,3,-1,,,,,,,,,,,,,,,,,-8
2018-2019,2,Caen,Nice,1,1,1,0,19,14,0.0,0.0,,0.0,0.0,,3.0,1.0,,1.0,3.0,,-1.0,-1.0,0
2018-2019,3,Caen,Nantes,0,1,1,0,15,20,0.5,0.5,1.0,1.0,0.0,0.0,2.0,2.5,1.0,3.0,3.0,2.0,-1.0,-2.0,-1
2018-2019,4,Caen,Dijon,0,2,0,1,16,2,0.6666666666666666,2.6666666666666665,1.0,2.0,0.5,3.0,1.6666666666666667,0.3333333333333333,1.0,0.0,2.0,0.5,-1.0,3.0,-1
2018-2019,5,Caen,Lyon,1,2,2,0,12,8,1.0,1.0,1.0,1.3333333333333333,1.0,0.0,1.25,0.5,1.0,0.3333333333333333,1.3333333333333333,1.0,0.0,0.0,-2
2018-2019,6,Caen,Saint-Étienne,0,1,2,-1,13,14,1.2,0.6,1.5,1.0,1.0,0.3333333333333333,1.4,1.2,1.5,0.5,1.3333333333333333,1.6666666666666667,0.0,0.0,-3
2018-2019,7,Caen,Montpellier,1,2,2,0,17,3,1.1666666666666667,1.0,1.5,0.75,1.0,1.5,1.5,0.6666666666666666,1.5,0.75,1.5,0.5,0.0,3.0,-4
2018-2019,8,Caen,Amiens,1,1,0,1,16,15,1.2857142857142858,1.4285714285714286,1.6666666666666667,2.25,1.0,0.3333333333333333,1.5714285714285714,1.7142857142857142,1.6666666666666667,1.75,1.5,1.6666666666666667,0.0,0.0,0
2018-2019,9,Caen,Marseille,0,0,2,-1,10,6,1.25,2.375,1.5,3.25,1.0,1.5,1.375,2.0,1.25,1.0,1.5,3.0,1.0,1.0,-8
2018-2019,10,Caen,Guingamp,1,0,0,0,15,20,1.1111111111111112,0.6666666666666666,1.5,1.0,0.8,0.4,1.4444444444444444,2.0,1.25,2.25,1.6,1.8,-1.0,-1.0,0
2018-2019,11,Caen,Lille,0,0,1,-1,12,2,1.0,1.9,1.2,2.8,0.8,1.0,1.3,0.8,1.0,0.6,1.6,1.0,-1.0,3.0,-12
2018-2019,12,Caen,Rennes,1,1,2,-1,15,14,0.9090909090909091,1.1818181818181819,1.2,1.0,0.6666666666666666,1.3333333333333333,1.2727272727272727,1.5454545454545454,1.0,1.2,1.5,1.8333333333333333,-1.0,-1.0,-1
2018-2019,13,Caen,Bordeaux,0,0,0,0,16,11,0.9166666666666666,1.1666666666666667,1.1666666666666667,1.5,0.6666666666666666,0.8333333333333334,1.3333333333333333,1.25,1.1666666666666667,1.1666666666666667,1.5,1.3333333333333333,-2.0,-1.0,1
2018-2019,14,Caen,Monaco,1,0,1,-1,17,19,0.8461538461538461,0.9230769230769231,1.1666666666666667,0.8571428571428571,0.5714285714285714,1.0,1.2307692307692308,1.6923076923076923,1.1666666666666667,1.8571428571428572,1.2857142857142858,1.5,-3.0,-4.0,-4
2018-2019,15,Caen,Angers,0,1,1,0,17,14,0.7857142857142857,1.2857142857142858,1.0,1.1428571428571428,0.5714285714285714,1.4285714285714286,1.2142857142857142,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.5714285714285714,-3.0,-1.0,-5
2018-2019,16,Caen,Nîmes,1,1,2,-1,16,10,0.8,1.4666666666666666,1.0,1.2857142857142858,0.625,1.625,1.2,1.3333333333333333,1.1428571428571428,1.0,1.25,1.625,-3.0,2.0,0
2018-2019,17,Caen,Strasbourg,0,2,2,0,17,9,0.8125,1.5625,1.0,1.625,0.625,1.5,1.25,1.1875,1.25,1.125,1.25,1.25,-3.0,0.0,2
2018-2019,18,Caen,Toulouse,1,2,1,1,18,14,0.8823529411764706,0.9411764705882353,1.0,1.2222222222222223,0.7777777777777778,0.625,1.2941176470588236,1.5294117647058822,1.25,1.5555555555555556,1.3333333333333333,1.5,-2.0,-1.0,1
2018-2019,19,Caen,Reims,0,2,2,0,16,9,0.9444444444444444,0.7222222222222222,1.1111111111111112,0.7777777777777778,0.7777777777777778,0.6666666666666666,1.2777777777777777,0.8888888888888888,1.2222222222222223,0.5555555555555556,1.3333333333333333,1.2222222222222223,-1.0,1.0,2
2018-2019,20,Caen,Lille,1,1,3,-1,16,2,1.0,1.5263157894736843,1.1111111111111112,1.9,0.9,1.1111111111111112,1.3157894736842106,1.0,1.2222222222222223,0.8,1.4,1.2222222222222223,0.0,1.0,-13
2018-2019,21,Caen,Marseille,1,0,1,-1,16,6,1.0,1.65,1.1,1.9,0.9,1.4,1.4,1.45,1.4,0.7,1.4,2.2,-1.0,-1.0,-9
2018-2019,22,Caen,Montpellier,0,0,2,-1,16,7,0.9523809523809523,1.2857142857142858,1.0,1.4,0.9,1.1818181818181819,1.380952380952381,1.0,1.3636363636363635,0.7,1.4,1.2727272727272727,-1.0,-2.0,-4
2018-2019,23,Caen,Nantes,1,0,1,-1,17,14,0.9090909090909091,1.2272727272727273,1.0,1.7272727272727273,0.8181818181818182,0.7272727272727273,1.4090909090909092,1.3181818181818181,1.3636363636363635,1.0,1.4545454545454546,1.6363636363636365,-2.0,-2.0,-1
2018-2019,24,Caen,Amiens,0,0,1,-1,17,19,0.8695652173913043,0.782608695652174,0.9166666666666666,1.0909090909090908,0.8181818181818182,0.5,1.391304347826087,1.6521739130434783,1.3333333333333333,1.6363636363636365,1.4545454545454546,1.6666666666666667,-4.0,-4.0,1
2018-2019,25,Caen,Strasbourg,1,0,0,0,19,9,0.8333333333333334,1.6666666666666667,0.9166666666666666,1.5833333333333333,0.75,1.75,1.375,1.2083333333333333,1.3333333333333333,1.0833333333333333,1.4166666666666667,1.3333333333333333,-5.0,1.0,2
2018-2019,26,Caen,Toulouse,0,1,1,0,19,15,0.8,0.96,0.8461538461538461,1.0833333333333333,0.75,0.8461538461538461,1.32,1.44,1.2307692307692308,1.4166666666666667,1.4166666666666667,1.4615384615384615,-4.0,-1.0,2
2018-2019,27,Caen,Paris Saint Germain,1,1,2,-1,18,1,0.8076923076923077,3.1153846153846154,0.8461538461538461,3.5714285714285716,0.7692307692307693,2.5833333333333335,1.3076923076923077,0.5384615384615384,1.2307692307692308,0.35714285714285715,1.3846153846153846,0.75,-3.0,3.0,-9
2018-2019,28,Caen,Rennes,0,1,3,-1,18,11,0.8148148148148148,1.3333333333333333,0.8571428571428571,1.3846153846153846,0.7692307692307693,1.2857142857142858,1.3333333333333333,1.3703703703703705,1.2857142857142858,0.9230769230769231,1.3846153846153846,1.7857142857142858,-3.0,0.0,-2
2018-2019,29,Caen,Saint-Étienne,1,0,5,-1,19,6,0.8214285714285714,1.2857142857142858,0.8571428571428571,1.7142857142857142,0.7857142857142857,0.8571428571428571,1.3928571428571428,1.2142857142857142,1.2857142857142858,0.8571428571428571,1.5,1.5714285714285714,-3.0,-3.0,-4
2018-2019,30,Caen,Monaco,0,1,0,1,20,16,0.7931034482758621,1.0344827586206897,0.8,1.0,0.7857142857142857,1.0714285714285714,1.5172413793103448,1.5172413793103448,1.5333333333333334,1.6666666666666667,1.5,1.3571428571428572,-3.0,3.0,-5
2018-2019,31,Caen,Nîmes,0,0,2,-1,18,11,0.8,1.4666666666666666,0.8,1.5333333333333334,0.8,1.4,1.4666666666666666,1.5,1.5333333333333334,1.0666666666666667,1.4,1.9333333333333333,-2.0,-2.0,-1
2018-2019,32,Caen,Angers,1,0,1,-1,19,12,0.7741935483870968,1.2258064516129032,0.8,1.3125,0.75,1.1333333333333333,1.4838709677419355,1.2258064516129032,1.5333333333333334,1.125,1.4375,1.3333333333333333,-3.0,0.0,-5
2018-2019,33,Caen,Nice,0,1,0,1,20,8,0.75,0.71875,0.75,0.8666666666666667,0.75,0.5882352941176471,1.46875,0.90625,1.5,0.8,1.4375,1.0,-3.0,1.0,0
2018-2019,34,Caen,Dijon,1,1,0,1,19,18,0.7575757575757576,0.8181818181818182,0.75,0.8235294117647058,0.7647058823529411,0.8125,1.4242424242424243,1.5151515151515151,1.5,1.588235294117647,1.3529411764705883,1.4375,-1.0,0.0,0
2018-2019,35,Caen,Guingamp,0,0,0,0,18,20,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.8235294117647058,0.7647058823529411,0.5882352941176471,1.3823529411764706,1.8529411764705883,1.411764705882353,1.4705882352941178,1.3529411764705883,2.235294117647059,1.0,-3.0,0
2018-2019,36,Caen,Reims,1,3,2,1,18,9,0.7428571428571429,0.9428571428571428,0.7647058823529411,1.0,0.7222222222222222,0.8823529411764706,1.3428571428571427,1.0857142857142856,1.411764705882353,0.9444444444444444,1.2777777777777777,1.2352941176470589,0.0,-2.0,2
2018-2019,37,Caen,Lyon,0,0,4,-1,18,3,0.8055555555555556,1.75,0.8888888888888888,1.8888888888888888,0.7222222222222222,1.6111111111111112,1.3611111111111112,1.25,1.4444444444444444,1.0555555555555556,1.2777777777777777,1.4444444444444444,2.0,2.0,-2
2018-2019,38,Caen,Bordeaux,1,0,1,-1,18,14,0.7837837837837838,0.8918918918918919,0.8888888888888888,1.263157894736842,0.6842105263157895,0.5,1.4324324324324325,1.135135135135135,1.4444444444444444,1.105263157894737,1.4210526315789473,1.1666666666666667,2.0,-5.0,1
2018-2019,1,Dijon,Montpellier,0,2,1,1,,,,,,,,,,,,,,,,,0
2018-2019,2,Dijon,Nantes,1,2,0,1,8,15,2.0,1.0,,1.0,2.0,,1.0,3.0,,3.0,1.0,,1.0,-1.0,-1
2018-2019,3,Dijon,Nice,0,4,0,1,3,14,2.0,0.5,2.0,0.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,-1.0,-1
2018-2019,4,Dijon,Caen,1,0,2,-1,2,16,2.6666666666666665,0.6666666666666666,2.0,1.0,3.0,0.5,0.3333333333333333,1.6666666666666667,0.0,1.0,0.5,2.0,3.0,-1.0,1
2018-2019,5,Dijon,Angers,1,1,3,-1,2,18,2.0,1.25,1.0,2.0,3.0,0.5,0.75,2.0,1.0,2.0,0.5,2.0,2.0,-2.0,0
2018-2019,6,Dijon,Reims,0,0,0,0,5,10,1.8,0.6,1.0,0.5,3.0,0.6666666666666666,1.2,1.0,1.6666666666666667,0.5,0.5,1.3333333333333333,1.0,0.0,0
2018-2019,7,Dijon,Lyon,1,0,3,-1,7,6,1.5,1.6666666666666667,1.0,2.0,2.0,1.0,1.0,1.0,1.6666666666666667,0.75,0.3333333333333333,1.5,0.0,0.0,-3
2018-2019,8,Dijon,Strasbourg,0,0,3,-1,9,13,1.2857142857142858,1.5714285714285714,0.75,2.0,2.0,1.25,1.2857142857142858,1.5714285714285714,2.0,1.6666666666666667,0.3333333333333333,1.5,-2.0,-2.0,-1
