Saison,Journée,Equipe 1,Equipe 2,Equipe 1 à Domicile,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 à Domicile,Moyenne_BM par 2 à Domicile,Moyenne_BM par 1 à Extérieur,Moyenne_BM par 2 à Extérieur,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 à Domicile,Moyenne_BE par 2 à Domicile,Moyenne_BE par 1 à Extérieur,Moyenne_BE par 2 à Extérieur,Forme 1,Forme 2,Historique
2018-2019,9,Dijon,Amiens,0,0,1,-1,12,17,1.125,1.25,0.75,2.25,1.5,0.25,1.5,1.625,2.0,1.75,1.0,1.5,-4.0,-2.0,-1
2018-2019,10,Dijon,Lille,1,1,2,-1,16,2,1.0,1.8888888888888888,0.75,2.8,1.2,0.75,1.4444444444444444,0.7777777777777778,2.0,0.6,1.0,1.0,-4.0,3.0,-3
2018-2019,11,Dijon,Monaco,0,2,2,0,16,19,1.0,1.0,0.8,0.8,1.2,1.2,1.5,1.5,2.0,1.4,1.0,1.6,-4.0,-4.0,-3
2018-2019,12,Dijon,Nîmes,1,0,4,-1,17,16,1.0909090909090908,1.2727272727272727,0.8,1.2,1.3333333333333333,1.3333333333333333,1.5454545454545454,1.7272727272727273,2.0,1.2,1.1666666666666667,2.1666666666666665,-4.0,-2.0,0
2018-2019,13,Dijon,Marseille,0,0,2,-1,17,6,1.0,1.8333333333333333,0.6666666666666666,2.5,1.3333333333333333,1.1666666666666667,1.75,1.75,2.3333333333333335,1.0,1.1666666666666667,2.5,-4.0,-1.0,-3
2018-2019,14,Dijon,Bordeaux,1,0,0,0,18,11,0.9230769230769231,1.0769230769230769,0.6666666666666666,1.2857142857142858,1.1428571428571428,0.8333333333333334,1.7692307692307692,1.1538461538461537,2.3333333333333335,1.0,1.2857142857142858,1.3333333333333333,-4.0,-1.0,0
2018-2019,15,Dijon,Toulouse,0,2,2,0,18,15,0.8571428571428571,0.7857142857142857,0.5714285714285714,1.0,1.1428571428571428,0.5714285714285714,1.6428571428571428,1.5714285714285714,2.0,1.4285714285714286,1.2857142857142858,1.7142857142857142,-3.0,-4.0,2
2018-2019,16,Dijon,Guingamp,1,2,1,1,17,20,0.9333333333333333,0.6666666666666666,0.5714285714285714,1.0,1.25,0.375,1.6666666666666667,2.0,2.0,2.0,1.375,2.0,-2.0,-3.0,-1
2018-2019,17,Dijon,Rennes,0,0,2,-1,16,13,1.0,1.3125,0.75,1.0,1.25,1.5555555555555556,1.625,1.5625,1.875,1.5714285714285714,1.375,1.5555555555555556,-1.0,1.0,0
2018-2019,18,Dijon,Paris Saint Germain,1,0,4,-1,16,1,0.9411764705882353,3.176470588235294,0.75,3.5555555555555554,1.1111111111111112,2.75,1.6470588235294117,0.6470588235294118,1.875,0.4444444444444444,1.4444444444444444,0.875,-1.0,3.0,-6
2018-2019,19,Dijon,Saint-Étienne,0,0,3,-1,18,4,0.8888888888888888,1.5,0.6666666666666666,2.0,1.1111111111111112,1.0,1.7777777777777777,1.2777777777777777,2.111111111111111,0.7777777777777778,1.4444444444444444,1.7777777777777777,-1.0,0.0,-4
2018-2019,20,Dijon,Montpellier,1,1,1,0,18,5,0.8421052631578947,1.368421052631579,0.6666666666666666,1.4,1.0,1.3333333333333333,1.8421052631578947,1.0526315789473684,2.111111111111111,0.7,1.6,1.4444444444444444,-2.0,-2.0,1
2018-2019,21,Dijon,Bordeaux,0,0,1,-1,18,12,0.85,1.1,0.7,1.5,1.0,0.7,1.8,1.15,2.0,1.2,1.6,1.1,-2.0,0.0,0
2018-2019,22,Dijon,Monaco,1,2,0,1,18,19,0.8095238095238095,0.9047619047619048,0.7,0.8181818181818182,0.9090909090909091,1.0,1.7619047619047619,1.7142857142857142,2.0,2.090909090909091,1.5454545454545454,1.3,-4.0,-3.0,-3
2018-2019,23,Dijon,Angers,0,0,1,-1,16,15,0.8636363636363636,1.0454545454545454,0.8181818181818182,1.0909090909090908,0.9090909090909091,1.0,1.6818181818181819,1.2272727272727273,1.8181818181818181,1.1818181818181819,1.5454545454545454,1.2727272727272727,-2.0,0.0,-1
2018-2019,24,Dijon,Marseille,1,1,2,-1,16,7,0.8260869565217391,1.565217391304348,0.8181818181818182,1.8181818181818181,0.8333333333333334,1.3333333333333333,1.6521739130434783,1.434782608695652,1.8181818181818181,0.8181818181818182,1.5,2.0,-2.0,-1.0,-4
2018-2019,25,Dijon,Nîmes,0,0,2,-1,17,11,0.8333333333333334,1.4583333333333333,0.8333333333333334,1.3333333333333333,0.8333333333333334,1.5833333333333333,1.6666666666666667,1.4583333333333333,1.8333333333333333,1.0833333333333333,1.5,1.8333333333333333,-2.0,0.0,-1
2018-2019,26,Dijon,Saint-Étienne,1,0,1,-1,18,5,0.8,1.4,0.8333333333333334,1.8461538461538463,0.7692307692307693,0.9166666666666666,1.68,1.24,1.8333333333333333,0.8461538461538461,1.5384615384615385,1.6666666666666667,-3.0,-2.0,-5
2018-2019,27,Dijon,Lille,0,0,1,-1,19,2,0.7692307692307693,1.6538461538461537,0.7692307692307693,1.9230769230769231,0.7692307692307693,1.3846153846153846,1.6538461538461537,0.8846153846153846,1.7692307692307692,0.6923076923076923,1.5384615384615385,1.0769230769230769,-3.0,3.0,-4
2018-2019,28,Dijon,Reims,1,1,1,0,19,6,0.7407407407407407,1.0740740740740742,0.7692307692307693,1.1428571428571428,0.7142857142857143,1.0,1.6296296296296295,0.9629629629629629,1.7692307692307692,0.7857142857142857,1.5,1.1538461538461537,-5.0,3.0,0
2018-2019,29,Dijon,Guingamp,0,0,1,-1,18,20,0.75,0.6428571428571429,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.5,1.6071428571428572,1.8214285714285714,1.7142857142857142,1.5,1.5,2.142857142857143,-4.0,-2.0,0
2018-2019,30,Dijon,Nice,1,0,1,-1,19,9,0.7241379310344828,0.7241379310344828,0.7857142857142857,0.8571428571428571,0.6666666666666666,0.6,1.5862068965517242,1.0,1.7142857142857142,0.8571428571428571,1.4666666666666666,1.1333333333333333,-4.0,-2.0,0
2018-2019,31,Dijon,Lyon,0,3,1,1,20,3,0.7,1.7,0.7333333333333333,1.9333333333333333,0.6666666666666666,1.4666666666666666,1.5666666666666667,1.1666666666666667,1.6666666666666667,0.8666666666666667,1.4666666666666666,1.4666666666666666,-4.0,2.0,-4
2018-2019,32,Dijon,Amiens,1,0,0,0,18,17,0.7741935483870968,0.8387096774193549,0.7333333333333333,1.125,0.8125,0.5333333333333333,1.5483870967741935,1.4516129032258065,1.6666666666666667,1.3125,1.4375,1.6,-2.0,1.0,-2
2018-2019,33,Dijon,Rennes,1,3,2,1,18,11,0.75,1.34375,0.6875,1.3125,0.8125,1.375,1.5,1.34375,1.5625,0.875,1.4375,1.8125,-1.0,0.0,-1
2018-2019,34,Dijon,Caen,0,0,1,-1,18,19,0.8181818181818182,0.7575757575757576,0.8235294117647058,0.75,0.8125,0.7647058823529411,1.5151515151515151,1.4242424242424243,1.588235294117647,1.5,1.4375,1.3529411764705883,0.0,-1.0,0
2018-2019,35,Dijon,Nantes,0,0,3,-1,19,12,0.7941176470588235,1.2647058823529411,0.8235294117647058,1.8823529411764706,0.7647058823529411,0.6470588235294118,1.5,1.3235294117647058,1.588235294117647,1.3529411764705883,1.411764705882353,1.2941176470588236,0.0,1.0,0
2018-2019,36,Dijon,Strasbourg,1,2,1,1,19,10,0.7714285714285715,1.6,0.8235294117647058,1.7222222222222223,0.7222222222222222,1.4705882352941178,1.542857142857143,1.2571428571428571,1.588235294117647,1.2777777777777777,1.5,1.2352941176470589,0.0,-1.0,-2
2018-2019,37,Dijon,Paris Saint Germain,0,0,4,-1,19,1,0.8055555555555556,2.7777777777777777,0.8888888888888888,3.2777777777777777,0.7222222222222222,2.2777777777777777,1.5277777777777777,0.8888888888888888,1.5555555555555556,0.5555555555555556,1.5,1.2222222222222223,0.0,0.0,-7
2018-2019,38,Dijon,Toulouse,1,2,1,1,19,15,0.7837837837837838,0.918918918918919,0.8888888888888888,1.0526315789473684,0.6842105263157895,0.7777777777777778,1.5945945945945945,1.4864864864864864,1.5555555555555556,1.368421052631579,1.631578947368421,1.6111111111111112,-1.0,-2.0,2
2018-2019,1,Guingamp,Saint-Étienne,0,1,2,-1,,,,,,,,,,,,,,,,,-5
2018-2019,2,Guingamp,Paris Saint Germain,1,1,3,-1,12,2,1.0,3.0,,3.0,1.0,,2.0,0.0,,0.0,2.0,,-1.0,1.0,-6
2018-2019,3,Guingamp,Lille,0,0,3,-1,17,5,1.0,1.5,1.0,3.0,1.0,0.0,2.5,0.5,3.0,1.0,2.0,0.0,-2.0,1.0,2
2018-2019,4,Guingamp,Toulouse,1,1,2,-1,20,7,0.6666666666666666,1.0,1.0,1.5,0.5,0.0,2.6666666666666665,1.6666666666666667,3.0,0.5,2.5,4.0,-3.0,1.0,4
2018-2019,5,Guingamp,Marseille,0,0,4,-1,20,5,0.75,2.5,1.0,3.0,0.5,2.0,2.5,1.75,2.5,1.0,2.5,2.5,-4.0,1.0,-5
2018-2019,6,Guingamp,Bordeaux,1,1,3,-1,20,19,0.6,1.2,1.0,1.6666666666666667,0.3333333333333333,0.5,2.8,2.0,2.5,2.0,3.0,2.0,-5.0,-2.0,-7
2018-2019,7,Guingamp,Nîmes,0,0,0,0,20,10,0.6666666666666666,2.1666666666666665,1.0,2.5,0.3333333333333333,2.0,2.8333333333333335,2.1666666666666665,2.6666666666666665,2.5,3.0,2.0,-5.0,-1.0,0
2018-2019,8,Guingamp,Angers,0,1,0,1,20,8,0.5714285714285714,1.2857142857142858,1.0,1.3333333333333333,0.25,1.25,2.4285714285714284,1.2857142857142858,2.6666666666666665,1.3333333333333333,2.25,1.25,-4.0,2.0,-1
2018-2019,9,Guingamp,Montpellier,1,1,1,0,20,3,0.625,1.375,1.0,1.2,0.4,1.6666666666666667,2.125,0.75,2.6666666666666665,0.6,1.8,1.0,-2.0,3.0,-4
2018-2019,10,Guingamp,Caen,0,0,0,0,20,15,0.6666666666666666,1.1111111111111112,1.0,1.5,0.4,0.8,2.0,1.4444444444444444,2.25,1.25,1.8,1.6,-1.0,-1.0,0
2018-2019,11,Guingamp,Strasbourg,1,1,1,0,20,7,0.6,1.8,1.0,2.2,0.3333333333333333,1.4,1.8,1.4,2.25,1.2,1.5,1.6,0.0,2.0,0
2018-2019,12,Guingamp,Nantes,0,0,5,-1,20,13,0.6363636363636364,1.2727272727272727,1.0,1.4,0.3333333333333333,1.1666666666666667,1.7272727272727273,1.5454545454545454,2.0,1.2,1.5,1.8333333333333333,1.0,0.0,-3
2018-2019,13,Guingamp,Lyon,1,2,4,-1,20,4,0.5833333333333334,1.5833333333333333,1.0,1.7142857142857142,0.2857142857142857,1.4,2.0,1.1666666666666667,2.0,0.7142857142857143,2.0,1.8,0.0,1.0,-3
2018-2019,14,Guingamp,Reims,0,1,2,-1,20,9,0.6923076923076923,0.6153846153846154,1.1666666666666667,0.5,0.2857142857142857,0.7142857142857143,2.1538461538461537,0.9230769230769231,2.3333333333333335,0.3333333333333333,2.0,1.4285714285714286,-2.0,1.0,1
2018-2019,15,Guingamp,Nice,1,0,0,0,20,7,0.7142857142857143,0.8571428571428571,1.1666666666666667,0.7142857142857143,0.375,1.0,2.142857142857143,1.0,2.3333333333333335,1.4285714285714286,2.0,0.5714285714285714,-3.0,3.0,-7
2018-2019,16,Guingamp,Dijon,0,1,2,-1,20,17,0.6666666666666666,0.9333333333333333,1.0,0.5714285714285714,0.375,1.25,2.0,1.6666666666666667,2.0,2.0,2.0,1.375,-3.0,-2.0,1
2018-2019,17,Guingamp,Amiens,1,1,2,-1,20,19,0.6875,0.875,1.0,1.5,0.4444444444444444,0.25,2.0,1.8125,2.0,1.75,2.0,1.875,-4.0,-3.0,-1
2018-2019,18,Guingamp,Rennes,1,2,1,1,20,11,0.7058823529411765,1.3529411764705883,1.0,1.125,0.4444444444444444,1.5555555555555556,2.0,1.4705882352941178,2.0,1.375,2.0,1.5555555555555556,-4.0,1.0,0
2018-2019,19,Guingamp,Monaco,0,2,0,1,20,19,0.7777777777777778,0.9444444444444444,1.1111111111111112,0.8888888888888888,0.4444444444444444,1.0,1.9444444444444444,1.5555555555555556,1.8888888888888888,1.7777777777777777,2.0,1.3333333333333333,-2.0,0.0,-5
2018-2019,20,Guingamp,Saint-Étienne,1,0,1,-1,20,4,0.8421052631578947,1.5789473684210527,1.1111111111111112,2.1,0.6,1.0,1.8421052631578947,1.2105263157894737,1.8888888888888888,0.7,1.8,1.7777777777777777,0.0,2.0,-6
2018-2019,21,Guingamp,Paris Saint Germain,0,0,9,-1,20,1,0.8,3.1,1.0,3.3,0.6,2.9,1.8,0.55,1.8,0.4,1.8,0.7,-1.0,4.0,-7
2018-2019,22,Guingamp,Reims,1,0,1,-1,20,12,0.7619047619047619,0.8095238095238095,1.0,0.9090909090909091,0.5454545454545454,0.7,2.142857142857143,0.9523809523809523,1.8,0.7272727272727273,2.4545454545454546,1.2,-1.0,1.0,0
2018-2019,23,Guingamp,Bordeaux,0,0,0,0,20,12,0.7272727272727273,1.0454545454545454,0.9090909090909091,1.4545454545454546,0.5454545454545454,0.6363636363636364,2.090909090909091,1.0909090909090908,1.7272727272727273,1.0909090909090908,2.4545454545454546,1.0909090909090908,-1.0,-2.0,-8
2018-2019,24,Guingamp,Lille,1,0,2,-1,20,2,0.6956521739130435,1.7391304347826086,0.9090909090909091,2.0833333333333335,0.5,1.3636363636363635,2.0,0.9565217391304348,1.7272727272727273,0.75,2.25,1.1818181818181819,-2.0,3.0,1
2018-2019,25,Guingamp,Lyon,0,1,2,-1,20,3,0.6666666666666666,1.5833333333333333,0.8333333333333334,1.5833333333333333,0.5,1.5833333333333333,2.0,1.125,1.75,0.75,2.25,1.5,-4.0,2.0,-4
2018-2019,26,Guingamp,Angers,1,1,0,1,20,12,0.68,1.16,0.8333333333333334,1.2307692307692308,0.5384615384615384,1.0833333333333333,2.0,1.12,1.75,1.0,2.230769230769231,1.25,-4.0,4.0,0
2018-2019,27,Guingamp,Nantes,1,0,0,0,20,14,0.6923076923076923,1.1923076923076923,0.8461538461538461,1.6923076923076923,0.5384615384615384,0.6923076923076923,1.9230769230769231,1.3076923076923077,1.6153846153846154,1.1538461538461537,2.230769230769231,1.4615384615384615,-2.0,0.0,-4
2018-2019,28,Guingamp,Toulouse,0,0,1,-1,20,15,0.6666666666666666,0.9629629629629629,0.7857142857142857,1.0769230769230769,0.5384615384615384,0.8571428571428571,1.8518518518518519,1.5555555555555556,1.5,1.3846153846153846,2.230769230769231,1.7142857142857142,-1.0,-3.0,3
2018-2019,29,Guingamp,Dijon,1,1,0,1,20,18,0.6428571428571429,0.75,0.7857142857142857,0.7857142857142857,0.5,0.7142857142857143,1.8214285714285714,1.6071428571428572,1.5,1.7142857142857142,2.142857142857143,1.5,-2.0,-4.0,0
2018-2019,30,Guingamp,Montpellier,0,0,2,-1,18,7,0.6551724137931034,1.3793103448275863,0.8,1.5714285714285714,0.5,1.2,1.7586206896551724,1.1724137931034482,1.4,1.0714285714285714,2.142857142857143,1.2666666666666666,0.0,-1.0,-4
2018-2019,31,Guingamp,Monaco,1,1,1,0,19,16,0.6333333333333333,1.0,0.8,0.9375,0.4666666666666667,1.0714285714285714,1.7666666666666666,1.5,1.4,1.625,2.1333333333333333,1.3571428571428572,0.0,1.0,-4
2018-2019,32,Guingamp,Strasbourg,0,3,3,0,20,9,0.6451612903225806,1.6451612903225807,0.8125,1.7333333333333334,0.4666666666666667,1.5625,1.7419354838709677,1.1935483870967742,1.375,1.0666666666666667,2.1333333333333333,1.3125,-1.0,0.0,0
2018-2019,33,Guingamp,Marseille,1,1,3,-1,19,5,0.71875,1.53125,0.8125,1.8125,0.625,1.25,1.78125,1.34375,1.375,0.75,2.1875,1.9375,-1.0,0.0,-6
2018-2019,34,Guingamp,Nice,0,0,3,-1,20,8,0.7272727272727273,0.696969696969697,0.8235294117647058,0.8125,0.625,0.5882352941176471,1.8181818181818181,0.9090909090909091,1.4705882352941178,0.8125,2.1875,1.0,-1.0,1.0,-7
2018-2019,35,Guingamp,Caen,1,0,0,0,20,18,0.7058823529411765,0.7647058823529411,0.8235294117647058,0.7647058823529411,0.5882352941176471,0.7647058823529411,1.8529411764705883,1.3823529411764706,1.4705882352941178,1.411764705882353,2.235294117647059,1.3529411764705883,-3.0,1.0,0
2018-2019,36,Guingamp,Rennes,0,1,1,0,20,13,0.6857142857142857,1.4,0.7777777777777778,1.3529411764705883,0.5882352941176471,1.4444444444444444,1.8,1.4285714285714286,1.3888888888888888,0.9411764705882353,2.235294117647059,1.8888888888888888,-2.0,-1.0,1
2018-2019,37,Guingamp,Nîmes,1,2,2,0,20,8,0.6944444444444444,1.4722222222222223,0.7777777777777778,1.5555555555555556,0.6111111111111112,1.3888888888888888,1.7777777777777777,1.4722222222222223,1.3888888888888888,0.9444444444444444,2.1666666666666665,2.0,-2.0,1.0,0
2018-2019,38,Guingamp,Amiens,0,1,2,-1,20,17,0.7297297297297297,0.7837837837837838,0.8421052631578947,1.0,0.6111111111111112,0.5789473684210527,1.7837837837837838,1.3783783783783783,1.4210526315789473,1.1666666666666667,2.1666666666666665,1.5789473684210527,-2.0,-2.0,-2
2018-2019,1,Lille,Rennes,1,3,1,1,,,,,,,,,,,,,,,,,5
2018-2019,2,Lille,Monaco,0,0,0,0,3,4,3.0,3.0,3.0,,,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-2
2018-2019,3,Lille,Guingamp,1,3,0,1,5,17,1.5,1.0,3.0,1.0,0.0,1.0,0.5,2.5,1.0,3.0,0.0,2.0,1.0,-2.0,-2
2018-2019,4,Lille,Angers,0,0,1,-1,3,19,2.0,1.3333333333333333,3.0,3.0,0.0,0.5,0.3333333333333333,2.6666666666666665,0.5,4.0,0.0,2.0,2.0,-3.0,-4
2018-2019,5,Lille,Amiens,0,3,2,1,4,14,1.5,1.25,3.0,2.5,0.0,0.0,0.5,1.25,0.5,1.5,0.5,1.0,1.0,-1.0,-2
2018-2019,6,Lille,Nantes,1,2,1,1,3,17,1.8,1.0,3.0,0.6666666666666666,1.0,1.5,0.8,1.6,0.5,1.3333333333333333,1.0,2.0,2.0,-1.0,7
2018-2019,7,Lille,Bordeaux,0,0,1,-1,2,13,1.8333333333333333,1.5,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,0.8333333333333334,1.8333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,2.0,0.0,0
2018-2019,8,Lille,Marseille,1,3,0,1,4,3,1.5714285714285714,2.7142857142857144,2.6666666666666665,3.25,0.75,2.0,0.8571428571428571,1.8571428571428572,0.6666666666666666,1.0,1.0,3.0,1.0,2.0,-10
2018-2019,9,Lille,Saint-Étienne,1,3,1,1,2,4,1.75,1.25,2.75,1.5,0.75,1.0,0.75,1.125,0.5,0.5,1.0,1.75,1.0,2.0,8
2018-2019,10,Lille,Dijon,0,2,1,1,2,16,1.8888888888888888,1.0,2.8,0.75,0.75,1.2,0.7777777777777778,1.4444444444444444,0.6,2.0,1.0,1.0,3.0,-4.0,3
2018-2019,11,Lille,Caen,1,1,0,1,2,12,1.9,1.0,2.8,1.2,1.0,0.8,0.8,1.3,0.6,1.0,1.0,1.6,3.0,-1.0,12
2018-2019,12,Lille,Paris Saint Germain,0,1,2,-1,2,1,1.8181818181818181,3.5454545454545454,2.5,4.0,1.0,3.0,0.7272727272727273,0.5454545454545454,0.5,0.3333333333333333,1.0,0.8,3.0,5.0,-9
2018-2019,13,Lille,Strasbourg,1,0,0,0,3,7,1.75,1.6666666666666667,2.5,2.0,1.0,1.3333333333333333,0.8333333333333334,1.3333333333333333,0.5,1.1666666666666667,1.1666666666666667,1.5,3.0,2.0,0
2018-2019,14,Lille,Nice,0,0,2,-1,2,7,1.6153846153846154,0.7692307692307693,2.142857142857143,0.5,1.0,1.0,0.7692307692307693,1.0769230769230769,0.42857142857142855,1.6666666666666667,1.1666666666666667,0.5714285714285714,2.0,2.0,-6
2018-2019,15,Lille,Lyon,1,2,2,0,4,2,1.5,1.7142857142857142,2.142857142857143,1.625,0.8571428571428571,1.8333333333333333,0.8571428571428571,1.1428571428571428,0.42857142857142855,0.625,1.2857142857142858,1.8333333333333333,0.0,4.0,4
2018-2019,16,Lille,Montpellier,0,1,0,1,4,2,1.5333333333333334,1.6,2.125,1.625,0.8571428571428571,1.5714285714285714,0.9333333333333333,0.7333333333333333,0.625,0.625,1.2857142857142858,0.8571428571428571,-1.0,2.0,4
2018-2019,17,Lille,Reims,1,1,1,0,2,11,1.5,0.625,2.125,0.625,0.875,0.625,0.875,0.875,0.625,0.5,1.125,1.25,-1.0,0.0,-1
2018-2019,18,Lille,Nîmes,0,3,2,1,2,6,1.4705882352941178,1.4705882352941178,2.0,1.25,0.875,1.6666666666666667,0.8823529411764706,1.2352941176470589,0.6666666666666666,0.875,1.125,1.5555555555555556,0.0,3.0,0
2018-2019,19,Lille,Toulouse,1,1,2,-1,2,15,1.5555555555555556,0.9444444444444444,2.0,1.2222222222222223,1.1111111111111112,0.6666666666666666,0.9444444444444444,1.5555555555555556,0.6666666666666666,1.5555555555555556,1.2222222222222223,1.5555555555555556,1.0,-1.0,4
2018-2019,20,Lille,Caen,0,3,1,1,2,16,1.5263157894736843,1.0,1.9,1.1111111111111112,1.1111111111111112,0.9,1.0,1.3157894736842106,0.8,1.2222222222222223,1.2222222222222223,1.4,1.0,0.0,13
2018-2019,21,Lille,Amiens,1,2,1,1,2,17,1.6,0.85,1.9,1.2,1.3,0.5,1.0,1.7,0.8,1.7,1.2,1.7,2.0,-1.0,-1
2018-2019,22,Lille,Marseille,0,2,1,1,2,5,1.619047619047619,1.619047619047619,1.9090909090909092,1.9,1.3,1.3636363636363635,1.0,1.380952380952381,0.8181818181818182,0.7,1.2,2.0,2.0,1.0,-9
2018-2019,23,Lille,Nice,1,4,0,1,2,8,1.6363636363636365,0.8181818181818182,1.9090909090909092,0.8181818181818182,1.3636363636363635,0.8181818181818182,1.0,0.8636363636363636,0.8181818181818182,1.0,1.1818181818181819,0.7272727272727273,3.0,1.0,-7
2018-2019,24,Lille,Guingamp,0,2,0,1,2,20,1.7391304347826086,0.6956521739130435,2.0833333333333335,0.9090909090909091,1.3636363636363635,0.5,0.9565217391304348,2.0,0.75,1.7272727272727273,1.1818181818181819,2.25,3.0,-2.0,-1
2018-2019,25,Lille,Montpellier,1,0,0,0,2,5,1.75,1.3333333333333333,2.0833333333333335,1.5,1.4166666666666667,1.1666666666666667,0.9166666666666666,1.0,0.75,0.75,1.0833333333333333,1.25,5.0,1.0,5
2018-2019,26,Lille,Strasbourg,0,1,1,0,2,9,1.68,1.6,1.9230769230769231,1.5833333333333333,1.4166666666666667,1.6153846153846154,0.88,1.16,0.6923076923076923,1.0833333333333333,1.0833333333333333,1.2307692307692308,4.0,0.0,0
2018-2019,27,Lille,Dijon,1,1,0,1,2,19,1.6538461538461537,0.7692307692307693,1.9230769230769231,0.7692307692307693,1.3846153846153846,0.7692307692307693,0.8846153846153846,1.6538461538461537,0.6923076923076923,1.7692307692307692,1.0769230769230769,1.5384615384615385,3.0,-3.0,4
2018-2019,28,Lille,Saint-Étienne,0,1,0,1,2,5,1.6296296296296295,1.3333333333333333,1.8571428571428572,1.8461538461538463,1.3846153846153846,0.8571428571428571,0.8518518518518519,1.2222222222222223,0.6428571428571429,0.8461538461538461,1.0769230769230769,1.5714285714285714,3.0,-1.0,9
2018-2019,29,Lille,Monaco,1,0,1,-1,2,17,1.6071428571428572,1.0357142857142858,1.8571428571428572,1.0,1.3571428571428572,1.0769230769230769,0.8214285714285714,1.5714285714285714,0.6428571428571429,1.6666666666666667,1.0,1.4615384615384615,3.0,2.0,-2
2018-2019,30,Lille,Nantes,0,3,2,1,2,13,1.5517241379310345,1.1724137931034482,1.7333333333333334,1.7857142857142858,1.3571428571428572,0.6,0.8275862068965517,1.2758620689655173,0.6666666666666666,1.2142857142857142,1.0,1.3333333333333333,1.0,0.0,8
2018-2019,31,Lille,Reims,0,1,1,0,2,6,1.6,1.0333333333333334,1.7333333333333334,1.1333333333333333,1.4666666666666666,0.9333333333333333,0.8666666666666667,1.0333333333333334,0.6666666666666666,0.7333333333333333,1.0666666666666667,1.3333333333333333,2.0,1.0,-1
2018-2019,32,Lille,Paris Saint Germain,1,5,1,1,2,1,1.5806451612903225,2.935483870967742,1.7333333333333334,3.4375,1.4375,2.4,0.8709677419354839,0.6774193548387096,0.6666666666666666,0.5,1.0625,0.8666666666666667,2.0,2.0,-10
2018-2019,33,Lille,Toulouse,0,0,0,0,2,15,1.6875,0.9375,1.9375,1.0,1.4375,0.875,0.875,1.4375,0.6875,1.1875,1.0625,1.6875,2.0,0.0,3
2018-2019,34,Lille,Nîmes,1,5,0,1,2,9,1.6363636363636365,1.4848484848484849,1.9375,1.588235294117647,1.3529411764705883,1.375,0.8484848484848485,1.4545454545454546,0.6875,1.0,1.0,1.9375,1.0,0.0,1
2018-2019,35,Lille,Lyon,0,2,2,0,2,3,1.7352941176470589,1.7058823529411764,2.1176470588235294,1.8823529411764706,1.3529411764705883,1.5294117647058822,0.8235294117647058,1.2647058823529411,0.6470588235294118,1.0,1.0,1.5294117647058822,3.0,1.0,4
2018-2019,36,Lille,Bordeaux,1,1,0,1,2,14,1.7428571428571429,0.9428571428571428,2.1176470588235294,1.3333333333333333,1.3888888888888888,0.5294117647058824,0.8571428571428571,1.1428571428571428,0.6470588235294118,1.1111111111111112,1.0555555555555556,1.1764705882352942,2.0,-3.0,-1
2018-2019,37,Lille,Angers,1,5,0,1,2,13,1.7222222222222223,1.1944444444444444,2.0555555555555554,1.2777777777777777,1.3888888888888888,1.1111111111111112,0.8333333333333334,1.1944444444444444,0.6111111111111112,1.1666666666666667,1.0555555555555556,1.2222222222222223,3.0,0.0,-5
2018-2019,38,Lille,Rennes,0,1,3,-1,2,10,1.8108108108108107,1.4054054054054055,2.210526315789474,1.3333333333333333,1.3888888888888888,1.4736842105263157,0.8108108108108109,1.3783783783783783,0.5789473684210527,0.9444444444444444,1.0555555555555556,1.7894736842105263,3.0,0.0,6
2018-2019,1,Lyon,Amiens,1,2,0,1,,,,,,,,,,,,,,,,,2
2018-2019,2,Lyon,Reims,0,0,1,-1,5,10,2.0,1.0,2.0,,,1.0,0.0,0.0,0.0,,,0.0,1.0,1.0,2
2018-2019,3,Lyon,Strasbourg,1,2,0,1,10,7,1.0,1.5,2.0,1.0,0.0,2.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,10
2018-2019,4,Lyon,Nice,1,0,1,-1,4,18,1.3333333333333333,0.3333333333333333,2.0,0.0,0.0,1.0,0.3333333333333333,2.0,0.0,2.5,1.0,1.0,1.0,-2.0,12
2018-2019,5,Lyon,Caen,0,2,2,0,8,12,1.0,1.0,1.3333333333333333,1.0,0.0,1.0,0.5,1.25,0.3333333333333333,1.0,1.0,1.3333333333333333,0.0,0.0,2
2018-2019,6,Lyon,Marseille,1,4,2,1,7,2,1.2,2.8,1.3333333333333333,3.3333333333333335,1.0,2.0,0.8,1.4,0.3333333333333333,0.6666666666666666,1.5,2.5,0.0,2.0,8
2018-2019,7,Lyon,Dijon,0,3,0,1,6,7,1.6666666666666667,1.5,2.0,1.0,1.0,2.0,1.0,1.0,0.75,1.6666666666666667,1.5,0.3333333333333333,0.0,0.0,3
2018-2019,8,Lyon,Nantes,1,1,1,0,2,19,1.8571428571428572,1.0,2.0,0.75,1.6666666666666667,1.3333333333333333,0.8571428571428571,1.7142857142857142,0.75,1.5,1.0,2.0,2.0,-1.0,13
